10000,5670
20000,8593
30000,12895
40000,17634
50000,22223
60000,27055
70000,32108
80000,37116
90000,42323
100000,47136
110000,51674
120000,56134
130000,62338
140000,66569
150000,72400
160000,78254
170000,82979
180000,87511
190000,92406
200000,97307
210000,102486
220000,107433
230000,114313
240000,117928
250000,124426
260000,130675
270000,133656
280000,138363
290000,145788
300000,148869
310000,155214
320000,159285
330000,165929
340000,169168
350000,175348
360000,181040
370000,186434
380000,192211
390000,197327
400000,203898
410000,208110
420000,214200
430000,221596
440000,224955
450000,231342
460000,236008
470000,244262
480000,246420
490000,254176
500000,259852
510000,261508
520000,269175
530000,273180
540000,278745
550000,286359
560000,289219
570000,294813
580000,301146
590000,306486
600000,313285
610000,318743
620000,322010
630000,326208
640000,334214
650000,359214
660000,387053
670000,355553
680000,360482
690000,367751
700000,370959
710000,377754
720000,384764
730000,388811
740000,390639
750000,399564
760000,405973
770000,412708
780000,422693
790000,420758
800000,441659
810000,454583
820000,439854
830000,446342
840000,453448
850000,456075
860000,478803
870000,492552
880000,496255
890000,498426
900000,486634
910000,494267
920000,512849
930000,522886
940000,525244
950000,525070
960000,539584
970000,533311
980000,557850
990000,545323
1000000,545617
